Date,Review
9-Aug-24,Staff very friendly place clean and the food  is delicious breakfast  and lunch very unique dishes  I will  recommend  this restaurant  to anyone who wants to try something new.this is the place
6-Aug-24,Very cute restaurant. I had the classic eggs Benedict and it was delicious. They spice up the classic with bacon. Looking forward to coming back.
6-Aug-24,"I've been to this Popping Yolk location a few times in the past and the food was great, but this recent visit the food quality expectation was not there.Egg Coffee - I had an issue with the coffee itself. The coffee portion tasted mostly milky, creamy, and super sweet. I barely tasted a whisper of coffee. I had to pour some water into my drink to mellow out the sweetness of it. As for the egg foam, I actually liked it as it had a rich custardy and smooth texture. Though all together as a drink, it was too sweet.Ube Pancake - the pancakes texture was pretty dense in my opinion, as if the batter was possibly over mixed. Not sure if a specific flour type was used in the pancake batter that contributed to this texture, but regardless I wasn't a fan of it. Though, the ube flavor definitely delivers, especially with the scoop of ube paste on top. Overall, I found the pancake to be overwhelmingly sweet, mainly from the pancakes appearing to be doused in an ube syrup, and served with sweetened whipped cream and maple syrup. Overall, both items I ordered suffered from being too sweet. The egg coffee can be better balanced if there was more coffee added and less sweetened, while the pancake could benefit from having a fluffier texture and be dialed down on the sweetness. Service was great though, and I was able to be seated quickly in about 15 minutes, even with how busy it was.I've had better tasting experiences in the past, though it's possible that I didn't order the right items this visit. I'd like to visit again in the future and order the usual item I've ordered previously (ex: French toast) and hopefully have a more positive experience."
5-Aug-24,"Eggs Benedict weren't bad, but ube pancakes were disappointing. Ambiance was very IG friendly but they won't seat you until you order. Kinda pricey"
4-Aug-24,"popping yolk has pretty solid food and biig portions that are worth the price! Would highly recommend the french toast! It's really crispy on the outside but soft on the inside, not too sweet. Full portion is 6 slices and half is 3 which is a lot. The savory dishes (eggs benedict & omelet) will usually come with a huge portion of potatoes and salad. you order first then take a seat wherever inside the restaurant or outside in the back with a table number. During brunch times they do have a waitlist and it can be a little longer of a wait but the food usually comes out pretty quickly."
1-Aug-24,"First time here, my first impression was it was a LOT bigger on the inside...I thought it'd be a small space, but it wasn't. Very chill and pleasant vibe overall. The menu is extensive too, took me a LONG time to decide, LOL.I ended up with a Norwegian Benedict, which was made up of poached egg, smoked salmon, spinach, English muffin & I had the Hollandaise Sauce on the side. All the benedict options came with a garden salad & country fried potatoes. The potatoes were REALLY fried, FYI, and they put a lot on your plate. I am not a big fan of overly fried foods, so that was maybe my smallest ""complaint""...maybe they can consider having grilled potatoes as an option in the future!Staff were very friendly and service was pretty fast - though I must have come at a good time, there wasn't a big line when I was there, but towards the end of my meal, there was a line, even on a weekday! They took the orders very quickly though, so the line moved fast.The only thing was there were not as many tables for smaller groups that were ""lower"" - there were a few taller tables with bar stools, for 2-3 people, but I personally prefer regular height tables. They do have two large and longer tables for the larger groups, which would be great for groups to come.  There was also a long bar, for those that wanted to sit individually. A pleasant experience, I'm looking forward to checking out the other items on the interesting menu!"
27-Jul-24,Everything I've had here has been really really good. I don't know what they do to their French toast but it's so good - crunchy on the outside and soft on the inside. Really liked the Ube pancakes too.
26-Jul-24,Delicious!!Great variety of breakfast options. Casual environment. Parking is easy at the public parking lots.
23-Jul-24,The Eggs Benedict was perfect.  Fast and friendly service. Nice spot in the middle of Alhambra.
22-Jul-24,"I tried the Nashville Fried Chicken Eggs Benedict, and it was hands down the best I've ever had. The poached eggs were cooked to perfection, with a luscious, runny yolk that blended beautifully with the rich hollandaise sauce. The accompanying potato fries were crispy and seasoned to perfection. The portion was insane!"
21-Jul-24,I love this place! The decor inside is cute and the food is always great! Especially if you wanna get a good drink in during the day. It bit pricey but the food was worth it. Love this little brunch spot here in Alhambra  I came on a weekend so expect a wait.
21-Jul-24,"Big portions, mid food & experience. We ordered the French toast, California omelette, & Nashville fried chicken eggs Benedict. The ube latte and Sakura tea were refreshing."
20-Jul-24,"Went for Sunday brunch back in mid-November in 2023. The service was rushed and lackluster, and the food was just ok.  My date and I ordered different Eggs Bennies. Neither included enough Hollandaise sauce and were not all that tasty, which is odd considering how hungry we both were. Dinning here was not worth the 45minute wait time just to be seated AT THE BAR, nor the additional 25minute wait time to receive our food after ordering. The stools at the bar were incredibly uncomfortable too. They were metal and had no cushioning or backs. Also, my food arrived a solid 5 minutes before my date's food arrived. All food for a party/table should arrive together. That's just restaurant 101. The freshly squeezed orange juice for the mimosa and all the plants (real and fake) to give the place a fresh, homey, Earthy atmosphere were the only good aspects of the entire experience. Both my date and I were very disappointed after seeing so many good reviews. I'd consider going back to give them a 2nd chance, but there are so many other good places to go instead."
17-Jul-24,"Visited on a Saturday morning it was busy but not so crowded that we had to wait for a table.Drinks 10/10- Coffee was good.- Orange juice was freshly squeezed and delicious.Food 8/10- I was tempted by the Kimchi Spam Omelette, but $18 for Spam felt steep. Maybe the portion size justifies the price?- Toffee Banana French Toast: good, but not amazing.- Nashville Hot Chicken Sandwich: You get to pick your heat level not as spicy as expected for spicy next time I'll request EXTRA spicy, but otherwise excellent. I'd return just for this sandwich.- Bacon and Cheese Sandwich: a typical but tasty sandwich, served with deliciously crispy potatoes.O and the little salad that comes with the sandwiches was good! I enjoyed the dressing.I'll definitely be back!"
13-Jul-24,"There's something about this place! Portions go crazy. Potato's the way I like it - mini, crispy, and tons of it. Crab cake Benedict does all the right things - medium yolk, the right size of crab cake that's crispy enough, coo biscuits, and plenty of salad with that light seasoning to make you feel better about cleaning your plate Also, most things are at least solid here from the French toast to the smoked salmon"
6-Jul-24,"The ambience was great. Even early in the morning at around 8 AM there was so many people there. The service was also good, the waiter and waitresses came out with our food super quickly and they were attentive to our needs. The food however, was OK in my opinion; I thought that the omelette could have used more seasoning, and I put hot sauce on the egg to give it more flavor. The price was also a bit steep, but we did get very large portions. Overall, a good experience."
2-Jul-24,"Very confusing when checking though tablet outside. I was there Sunday afternoon from Arizona. Used tablet outside, after 15-20 minutes of waiting noticed  others going in who had just arrived ordering, given a number and being seated. What's the point of checking with the tablet. When we brought it up with the cashier/hostess she acted surprised and got upset with us. Horrible!"
28-Jun-24,"Wow! Hidden Gem! This place was so good! I ordered through door dash so can't say much for the service portion but I got the Avocado Benedict and it was heavenly! Perfectly poached eggs. Runny in the middle but the whites were not runny and the hollandaise sauce is to die for. Some of the best I've had and they weren't stingy with it, which is a plus for me cause I could drink this sauce! Lol! Yummy is an understatement. Breakfast potatoes and salad were good too. And the Ube latte was the icing on the cake! This place is going in my rotation and can't wait to try the rest of their Benedict's!"
25-Jun-24,"I've been here a couple times. As I've mentioned in a couple other reviews, I get anxious when I have to order, then find a seat myself, which is what you do here. It's not super crowded on weekdays, but I think it gets pretty busy on weekends.I'm writing this review a while after I've had it, so apologies if I don't really remember what I got, but I think I got an omelette and something sweet. The food here is solid, but not like, POW that was SO GOOD. It's solid. The downside is that it is quite expensive, so not a place I'd necessarily frequent. I like bustling places that are not too loud to have a conversation. This is a good place for that. Service was fine. Parking is easy in the free lots around Main Street Alhambra."
25-Jun-24,"My coworkers and I came here for breakfast around 9am on a Monday. The interior was extremely charming! The person at the register was extremely polite and gave us his recommendations when I asked for it.The food was plentiful and delicious! The service was also great! They kept our glasses full and checked on us every so often.The restroom was clean and had 2 stalls in the women's room.There is street parking in front, but at the time we went, it was full. However, there is a parking garage just around the corner with plenty of parking spaces. To be honest, this location is easier to get to than the location in Pasadena.I was so full I didn't even have to eat lunch ! Great place for brunch indeed!"
14-Jun-24,This review is strictly for the customer service.  The girl who greeted us at the register was friendly and welcoming but then we sat down and whoever brought us our water didn't speak to us and then whoever brought our plate simply stated what they had in their hand and then placed it down and walked away.  No one ever came back to check on us or see if we needed anything else.  I would have asked for more water had i actually seen someone.  The food was tasty as usually but customer service truly keeps you coming back.
12-Jun-24,Amazing brunch. The French toast is insane. Perfect Benedict also. Couldn't have asked for more.
9-Jun-24,"Food was good. Not amazing but very good. Nashville chicken was good, but not spicy - chick filet spicy is more spicy but it was good.   Waffles more pancake texture but kids loved them .  Very fresh ingredients .  You order at the counter when you check in then they bring the food; No wait staff."
4-Jun-24,The food was good! The service was great! You order first and then find a table to sit. Didn't have any trouble with that. But it was a very nice little place and the food was great!
3-Jun-24,"The best earl grey latte ever. I drove into LA specifically for this drink. The service was great, and super speedy!"
3-Jun-24,Always a good time for brunch. This place is very popular for a good reason. The quality is consistent. We did have to wait a little bit and it was Sunday at 1 pm. Which was normal lunch time. Food came out promptly after we ordered.
30-May-24,Excellent benedicts!Eggs Benedict is my favorite breakfast item and this restaurant has plenty to choose from.  I've tried 3 different kinds so far and they're all very good. The portions are plentiful and pricing is fair. I haven't tried other items on the menu and probably won't because I just love Eggs Benedict a little too much.Highly recommend!
29-May-24,"I walked into this place yesterday morning with my daughter for the first time. We ordered the avocado Benedict. Very disappointed biting into the Benedict, i was chewing into this white powder which there were chunks of it in the middle of the bread. Had the texture of baking soda. Almost coke like powder in chunks. I was disgusted. I will never come to this place again. It's not worth the price either. The taste was horrible. My daughter also bit into egg shells. It was just a terrible first experience. Too bad i was excited to try it. I'm not going to this place again."
27-May-24,System of seating is terrible. Open tables for 20 min but not seating. Order at counter very slow and s don't know how to turn tables. I won't come back for that reason
24-May-24,"GO EARLY or be prepared for the dreaded wait! The service was great, everyone was nice and friendly. The food came out within a reasonable time.The potatoes are quite possibly the favorite for me LOL. I love them so much! I'd highly recommend the Nashville hot sandwich. It hit the right spot, super flavorful, touch of spice, the sauce was good, and chicken wasn't dry. The burger looked good as well and the omelette was an omelette haha.The French toast wasn't really to my liking (personal preference). It was more like a donut than a standard french toast. Bonus for having cute latte art!I'd come back again for sure, but I don't think I'd go if brunch rush already started haha. ALTHOUGH, they do have an efficient process in having individuals order first and then be seated, it was quite smooth."
22-May-24,"My first time here. The presentation of the food actually looks like the pictures on the menu. The food is Full of flavor.  Loved the potatoes. Ambiance is nice. It's a pretty busy place, but the wait list was not too bad."
19-May-24,Popping Yolk was an excellent brunch experience in downtown Alhambra. We came at peak hours (around noon on a Sunday) and it was about a 30 minute wait for 2 people. You order and pay before you are seated.I ordered the Norwegian Benedict which had the smoked salmon. It was absolutely delicious with the strong smokiness of the salmon and silky yolk that lives up to the restaurant's name! The addition of a light spring mix salad on the side and crispy potatoes rounded out the meal nicely.I'm certainly interested in coming back and trying all the other dishes Popping Yolk Cafe has to offer.
18-May-24,Egg coffee is very good! Service is usually pretty fast and smooth. Has brunch here and the savory stuff is not bad but the sweet breakfast items are a bit overly sweet and lean towards artificial flavoring.
16-May-24,"Cute breakfast place with unique eggs benedict flavors along with pancakes and waffles.  The crepes were tasty, too.The service was on point."
9-May-24,Such a cute place and the food and service was outstanding. My daughter and I split two meals and they were so incredible.
6-May-24,"Mediocre service (except the nice Asian auntie) all around from the younger servers and cashier during brunch on Sunday. I don't mind the price, but if you are charging extra service fees on top of overpriced food and mediocre customer service in a pre-pay, pre-tip environment..leaves a weird taste in your mouth. Patio was not cleaned and had flies and nats while you eat, so don't accept that seating and wait for an actual table inside instead.We'll try the old town location next time. Food was decent, bad service and uncleanliness soured it."
5-May-24,"Food was delicious. Didn't expect to enjoy the toffee banana French toast that much. Loved the deep fried crisp. Florentine Benedict is a lovely vegetarian option (though I found a small piece of bacon which is a big no no!!) I couldn't taste any I've in the latte which was a bummer but the latte itself wasn't too bad. I wish the flavor stood out more. Docked off a star because of service. They served the wrong plate and DID NOT TAKE IT BACK... ended up paying more for breakfast. Was served an all American breakfast rather than the classic Benedict plate (not pictured). Super bummed out over the mistake. Would've taken another star off but the rest of the food was decent enough. Overall, nice brunch place. There was a screaming toddler and other baking on the wall. but the mothers were respectful enough to take the kids outside. Would come back again for the French toast."
5-May-24,"You will need to order and pay as you enter.  Interior modern, inviting and calm.  TOO MUCH food in a plate that it can be good for 2 people.Delicious...delicious....amazing flavors.  The bacon wasn't greasy (baked?) but so crunchy.  Sausage with distinct maple flavor and moist.  Crab cake with coleslaw salad on a soft bread and perfectly cooked egg was just a harmonious combination - every bite was a perfect bite!  Service was great.  Only issue I have was the coffee not strong enough which is subjective.  Can'tWait to come back and try other items."
5-May-24,"Add your name to the waitlist IN PERSON and they will send a text. - Ham and Sausage Sandwich 5/5Imagine an upgraded sausage egg mcmuffin from mcdonalds... but EVEN BETTER. The egg is SO fluffy and pairs well with the salty sausage. The buns are buttery soft. Cheese are melty, ham toasted. - Classic Benedict 3.2/5The buns are very very toasty so it's hard to cut them with a knife. Can't really taste the ham, and the bacon is super super crunchy... the egg is perfectly poached and the hollandaise is good, but not enough! The potatoes side is so yummy! It's fried and crunchy.. the salad is ok. Not enough dressing but it's nice to have something green."
4-May-24,"First time trying out this spot for brunch. We got there just before 11a and there's an iPad for you to enter your phone number and get on the WAITLIST.  You have to wait outside fyi. Waited for 20 minutes before getting a text saying IT'S YOUR TURN. Then you can go inside and Order at the Cashier. FYI * if you have neck issues BEWARE that the MENU is awkwardly HIGH above your head to look comfortably O_O  * Of note, they will charge you a 3% SERVICE CHARGE but you won't know about it until you have looked at your e-receipt.  That's on top of the tip you give them at ordering without knowing how the service will be. Staff was friendly and you go find yourselves a table either inside OR in the smaller outdoor backyard area which is lovely during sunny days. Minus the loud trucks passing by in the backstreet but otherwise it had enough shade. Food took another 15 minutes to come out and here's the verdict: presentation is on point / colorful and lovely to look at. - Avocado Benedict - yummy - California omelette - was on the bland side, and if it wasn't for the pesto on top it would be not as flavorful Both orders came with :* SALAD (which had a deliciously light and flavorful vinaigrette) + * POTATOES that were SO DELICIOUS and tasty and perfectly crunchy on the outside and soft on the inside -- except for the tiny pieces which were just too crunchy but TBH I still ate them  Restrooms:- separate ones for each gender and can only speak of the women's but it was clean and had more than 1 stall I'd definitely come back for the potatoes and to try out the more flavorful items on the menu. Parking:- great thing about this location is that within a 3-5 minute walk there are FREE PARKING structures if you can't find street parking since it's on MAIN STREET which can be busy"
1-May-24,My favorite is the pulled pork eggs Benedict the service isn't bad and quickPrices are a bit too highLooks clean
30-Apr-24,"Great brunch. Quant little spot, not too big and not too small. Great variety of breakfast and lunch items. Located in a strip mall so there's plenty of parking. Unfortunately, I was too hungry to take any pics but if you're a carnivore, there's not much selection. If you're going to have a cheat day start here.Service was quick and courteous."
27-Apr-24,"Best brunch in 626 area. Their portions are big, we cannot finish the whole plate. Parking is easy, structure on 1st St."
24-Apr-24,"Another great breakfast spot! Cant really go wrong with anything on the menu. You order then find a table... don't really like this concept, it's a pain."
16-Apr-24,"We we're lookinng for a new spot for brunch around the area,  saw this place in yelp. When we got there, it was a short line. You pay as you order. The only thing is you will look for your own table. Place is aesthetic, great ambiance, service and food was great ."
15-Apr-24,Typical yummy brunch place for their Benedict's and omelette. Their French toasts are insanely sweet and crunchy if you are into that. Love their Benedict's the most though.
14-Apr-24,"Cute and tiny brunch spot to go with friends or solo. They have booths, high top tables and a bar top. The wait time on the self check in ipad initially said 50-60 mins for 2, which I expected a big wait for Sunday at 11:30am but I ended up only waiting 27 minutes! I'd advise to look at the menu while waiting since you do order at the counter before sitting down. The House French toast was super yummy, instead of syrup they put condensed milk on top, but it didn't make it soggy, it was crunchy and soft. The Oj is freshly squeezed in house and it's about 3 oranges per glass. The food does come out separately, but it wasn't a problem for me or my boyfriend. While there is no actual table service, there is a lot of staff that does walk around and will refill waters. I was genuinely impressed with portion size and quality of food, I will be returning to try other items on the menu."
13-Apr-24,"As a native Korean, the kimchi omelette was VERY good. The Norwegian Benedict was also good. The food came out rather quickly. Will definitely be back!"
13-Apr-24,"The Benedict, Green tea latte, caramel latte and House French toast were all amazing."
6-Apr-24,"The atmosphere is good, I ordered the California Omelette. The omelette was appetizing. I ordered it along with a Mocha Latte. The Latte was a bit milky but after stirring the latte I was able to taste the espresso and it was strong. The service was great. We got our food at a good time, and the staff were very friendly and attentive. I would definitely recommend this restaurant."
6-Apr-24,"This place has never disappointed me. Highly recommended, food is tasty, service is excellent! Even though it's busy the qualify of the food and service still remain high. It's a nice environment to hang out with friends and family!"
1-Apr-24,food and service is great here and I've been here multiple times and will return in the future for breakfast and brunch.
29-Mar-24,"My partner and I recently visited Popping Yolk Cafe and left underwhelmed, even slightly disappointed. I ordered the Norwegian Benedict, which I thought was decent with well-cooked eggs, a good portion of smoked salmon, and a flavorful hollandaise sauce. While it was good, it didn't particularly stand out from other Benedict's I've tried.My partner opted for the Popping Yolk Burger with sweet potato fries, which we assumed was a substitute for the regular potatoes. Instead, the cashier made the sweet potato fries as an extra side instead of a replacement, which would've been fine had all items tasted better. The burger had a great presentation but lacked any unique flavor, and the sweet potato fries were just average, but a decent amount of crispy. Given the restaurant's positive yelp ratings, we expected these dishes to be more memorable.On the plus side, service was impressively fast and the portions are pretty good. Our food arrived quickly and each plate came with a LOT of potatoes (which are just fries cut into little cubes) however, all of that comes at a cost--literally. The prices at Popping Yolk leans towards the expensive side, which would be justifiable if all the dishes we ordered tasted better. That being said this was our first time here and there are a lot bunch of items on the menu that wehaven't had a chance to try much else (including French toast, which actually looks really yummy.)For now, if you're in a rush and don't mind spending a bit more, it might be worth a visit. However, if you're seeking a meal where every dish is delicious, you might want to explore other options."
28-Mar-24,"Loved the environment sm, cute place for a little brunch date! Drinks were a little on the expensive side but the food was 10/10, definitely recommend"
27-Mar-24,"went around 10 there was no wait, the food was really good i loved the crispy potatoes that come as a side definitely recommend the toast! it's crunchy i don't know it's so good there service is good a bit small inside so i think it's best to go early before it gets busy. there freshly squeezed orange juice is also a must try !"
16-Mar-24,"Came here on a Saturday at 11:30 for a group of three. Parking can be a bit rough as it is busy with tons of other small moms and pops. I was able to find parking around the corner on the street though. Most parking is limited to twenty five minutes to two hours so keep that in mind .This place is very easy to spot as it is a bright yellow building. It's very small, so I'm glad the color made it easy to find. This place is really nice inside and has beautiful aesthetics as it has tons of plants. It definitely is giving spring vibes. They have seating indoors and outdoors in the back. They have an iPad outside that you need to sign in on before you even order. So you sign in on the iPad they call you when your table is ready, although you do not get to pick where you're going to seat since that wasn't an option the iPad. You order first and then they seat you.I ordered the Ube French toast. My friend ordered the eggs Benedict. And we also ordered strawberry and blueberry pancakes. The pancakes were very basic to us. The eggs Benedict lax flavor in their hollandaise sauce. The best out of the three was definitely the oy French toast. It's giving Ube and funnel cake vibes together. We definitely enjoyed that the most.Almost forgot, I also ordered popcorn chicken and that was very good as well. I wanted a chicken and waffle vibe and I got popcorn chicken and Ube French toast and they were the perfect pair for sweet and salty. My breakfast was about 30 bucks which included an oy coffee. The coffee didn't really have the flavor of obey for me so I wouldn't recommend that. Overall, it was an amazing experience. We enjoyed our food, the service and the aesthetics. It wasn't crazy packed either, so I was really happy about that."
16-Mar-24,The Popping Yolk burger was mediocre. I would rate it three stars if it weren't so expensive.
11-Mar-24,"This is easily one of my favorite places to go when I want something fresh and delicious almost everything on the menu is so delectable and created with Care. The service here is fantastic. I never feel like I have to ask too much of the staff here they always come by and make sure that everything on my dish is well-made and warm even down to the lattes and the tea I highly recommend getting the Sakura green tea, it has a entire pitcher just for you. I come here often take my mind off of the week get some work done or spend a little time with my kids when it has been pretty hectic. It can get very busy very quick on the weekends and evening, but for the most part, if you come early enough, it's delectable."
9-Mar-24,Spring salad was amazing.  Had a side of popcorn chicken that had the perfect texture and seasoning.  Great trendy ambience that even families could enjoy.  Long wait but worth it.
8-Mar-24,"Hi everyone, went here for the first time because my bestie's favorite place was closed. We had high hopes and ordered the ube coffee which turned out to be the best part of our meal. I ordered the Florentine eggs Benedict and after the hunger subsided it dawned on me that the mushrooms were flat and the spinach was cold. My bestie ordered the mixed berries crepe and scrambled egg, I was surprised to see frosted flakes in her crepe when it was brought to the table. The scrambled eggs were runny and had an after taste, I was I glad I didn't order those. We ate half to be polite and wanted to tell the server our thoughts but they never came.The coffee is worth it and maybe their potatoes. For a place called Popping yolk...."
5-Mar-24,"Never been here, wow best French toast ever with good amount of syrup ! How crunchy of the toast still makes me wanna go there again.for the fish fillets not a fan of it by itself but when you eat together with bread and coleslaw is completely game changer.Is a must try for this spot.For service you have to order and pay at the front then system will ask for the tips I recommend to do at least 15% since staffs will help you with drink&food and still bussing table. So it's a great place to chill with friends no rush.definitely coming back!"
2-Mar-24,First time here and I have to say the food was great and the prices are decent. Staff was very nice and the place was very clean. Will be back again.
2-Mar-24,"Solid place for breakfast, preferably earlier to beat the brunch rush during the weekend."
27-Feb-24,"We come here on and off, and started since when they had their soft opening. It was delicious at the beginning, but it's seems like their quality decreased over the years. The last time was still decent, so we came here again today with high hopes. It left us with more disappointment. We ordered the French toast, California omelette, seasoned fries and the fresh OJ. The French toast got fried too much, too oily and crunchy that the taste was not there, just the flavor of the syrup. The omelette plate was too greasy. The proportion of the mushroom, spinach and tomato for the omelette was not right either, so it was more like mushroom omelette. The seasoned fries was good and the OJ was the best of all."
27-Feb-24,"Popping yolk is one of the most delicious brunch spots that I have ever been to. They offer a large range of different egg staple mills. Like omelette, eggs Benedict. Also, if you don't like eggs, you can get French toast, pancakes and sandwiches. You gotta try it out. The statics of this place is perfect for a girls brunch and the service is nice and accommodating"
25-Feb-24,I'm pleasantly surprised.  My first time there meeting a coworker friend for brunch and she was the one who yelped this place. My avocado and ham croissant was delicious. I would definitely go back
18-Feb-24,"The food was alright however the service actively bothered me, it took the staff half way through our meal to give us our water and I had my hand up while making eye contact with 3 different staff and no one came"
15-Feb-24,"Nice staff But as another yelper noted, this place serves cold food, cold coffee and it was freezing there.I will not be returningTGOE"
