Date,Review,SentimentScore
7-Aug-24,"I will tell you, this is my first time ever trying any African Cuisine Im glad my wife and I tried it! I only put in the order thru yelp and picked it up. Service was still great and the inside was elegant and simple touch with a bar as well.  We ordered the Oxtail Stew, Peanut Butter Stew with Goat and side of Plantains. Every thing was so yummy. The oxtail was cooked so well the meat fell off the bone when I picked it up. The peanut butter stew being Filipino comparing it to Kare Kare. You really can't compare both of them. They both taste delicious in their own ways. It wasnt Kare Kare BUT it was so delish that there was no such thing as a leftover lolThe price may seem slightly expensive but you really get the portion you pay for. You're not screwed with the price/ portion ratio. If you've never had any African Cuisine ever in your life give them a try! This is coming from an Asian guy.",0.9073
5-Aug-24,"There is no reason to not give 5 stars. They are very busy for dinner hours but obviously because of social media marketing and word  of mouth this place  is packed. I went on a Sunday for my Anniversary- luckily we got seated quick because we were a party of two. My server was Andrea. She made sure we had samples of the juices before ordering and was patient enough to explain our options. I got the oxtail stew which was 10/10 - because it tasted like a traditional dish. My husband got lamb chops-!I was trying not to eat his because they were so good and grilled fresh! The entire staff was great, the price was as expected, above your normal  bar dinner roughly $30 per entree. The music was a vibe and the restrooms were clean. The crowd of patrons was surprisingly diverse- that says a lot !!! The food was cooked from scratch with Love. I will definitely come again , perhaps for lunch. For reference- my bill was $118.00",0.9933
5-Aug-24,"Foodie paradise of amazing food!! Full of spices and flavors. I love pretty much every dish we've tried!! Unfortunately, it takes 40min to get your food :/ I understand why there's so many takeouts. We may do that next time. Even if I could enjoy alcoholic drinks for 40min, there isn't enough staff to take the order, make it, and bring it over :/ Staff are very sweet and will apologize. It's not them, maybe just not enough staff for both front of the house and kitchen? 2nd time here (visited with kids/teens) and we ordered -- - Cassava Leaf Stew ""Palasas"" $19 +5 lamb, side of fufu. Definitely taste like alot of veggies. The lamb was okay. Maybe beef or something else would be better? - Peanut butter stew ""made/domodo"" $19 +$3 chicken, side of Jollof Rice. Chicken was great. But have interest in trying lamb or a boneless protein instead. - Shawarma $14 +2 Beef with salad instead of fries. This dish was for a sensitive kid, who is very particular with food. Someone I believe likes more American old diner/comfort food and doesn't do well with spices, flavorful or ethnic food, etc. He didn't like anything else we ordered, as expected. - Fried Plantains $7, appetizer size. Never can go wrong. Our favorite, and the foodie kid's favorite out of all these dishes. She like all the dishes in general too but when asked which is number 1, she said the fried plantains.- Hibiscus Juice $6. Pretty sweet, but they can't customize the sweetness in it. So as we drink it, we add ice water to the mix.Everyone has their own taste. And I'm a newbie to West African regional dishes, so take everything with a grain of salt. We love every dish so far. But if we had to rank our top favorites/not by mood, below are things we would recommend -- Sides and Appetizers: - #1 must choice is fried Plantains appetizer size $7. Everyone always loves it. - Fufu and Jollof Rice are staples you have to get as a side. Super flavorful Jollof RicesEntree: - Grilled Meat 'Dibi Afra/Suy"", lamb is amazing. It's something we'd recommend as the #1 non-stew entree. - Peanut Butter Stew is very easy to get addicted to. To try next time: Lamb chops was sold out during our 1st visit. Okra StewOxtailSoooo much more to try on the menu!!",0.998
31-Jul-24,"Walking into Calabash the decor, music, and staff were perfect for an off strip dinner.  Our server was NeNe-- she was so sweet and personable.  NeNe had great recommendations for the kids and adults. The food presentation was beautiful and so flavorful.  Thank you Calabash African House, we'll be back.",0.9604
31-Jul-24,"Date of Visit:July 31, 2024, I visited this restaurant based on the numerous positive reviews, but unfortunately, my experience was extremely disappointing. Despite the claims that this place is welcoming, I found the staff to be inattentive and unresponsive. They did not check in on me during my meal, and it felt like they were doing everything but their job.The food was served to me cold, which is a significant concern, especially from a health and safety perspective. The environment was not friendly, contrary to what other reviews have suggested. The ambiance was lacking, and I felt completely ignored throughout my visit.I would like to address my concerns with management, but I doubt they will take my feedback seriously. I have already emailed them regarding my experience and requested a refund for my meal due to the poor quality. If I do not receive a response, I will have no choice but to escalate my complaint to the health department.This was an unfortunate experience, and I hope others do not encounter the same issues I did. Sincerely,Denisha J",-0.9066
29-Jul-24,Omfg I looooove fufu and honestly fufu is hard to find in Vegas and in California so when I was in Vegas and saw there was a spot for it I immediately went ! And I was not disappointed!  Taste is on point heaven in my mouth ! I got the oxtail and it was sooo tender ! Good came out piping hot and I couldn't Wait so I burned my mouth but it was worth it . We also got goat pepper that was yummy too Empanadas nice and crispy dough was similar to Colombian empanadas Staff was so friendly I think they liked that we liked their food they like to crack jokes too it was a vibe They have super loud music playing  some nice Afro beats I wanted to dance hahaha The inside is sooo aesthetic and pretty ! I felt fancy ! Deff my new go to every time I make a Vegas trip,0.9957
28-Jul-24,"Customer service is EVERYTHING coming to a table not introducing yourself to take someone's order, having food brought to the table that rolls of the plate because the person didn't care, rolled her eyes at changing the food choice. The atmosphere was the only saving grace in my opinion. My self personally I would come to the table introduce myself as __________ I'm your waiter today, have you been here before. Bathrooms are this way. Our menu favorite is __________ did you have anything in mind that you wanted... etc something of that nature. The vibe of the host was very stale as was her service. I wouldn't go back honestly. I'm very big on customer service. The food was amazing though. And one of the other servers seems extremely welcoming and Nice I loved her personality",0.9398
27-Jul-24,"I got the Senegalese eggs rolls ""neem"" and oxtail soup and both were absolutely delicious! I want a whole gallon of the pineapple ginger juice to go! Everyone was so kind and welcoming which made it feel like home. The atmosphere was so calm. The art and music was a whole vibe. Definitely coming back soon.",0.9677
26-Jul-24,I must say waiting an hour and a half for food was crazy! We ordered one dish the egusi with fufu. It was ok nothing special. The fufu had an after taste could def do without but the egusi soup was decent. Would we try again maybe not the portion was way too small for the cost and it was vegan.,-0.2549
26-Jul-24,The Oxtail soup was everything.   Outstanding flavor.  The service team was awesome.  They let us sample things before ordering.  The beef and chicken pies were also really good.  Finally tried Egusi Soup.  I enjoyed it immensely.  Will come back again.,0.9392
24-Jul-24,"Everything was amazing!! I went with my partner, both of our first time. The server asked if we had been before and I said no and asked for recommendations, instead he said I'll bring out samples to help you decide. I ended up ordering the chu and it was phenomenal! My partner ordered the oxtail which was so rich and flavorful. We also got an appetizer of the black eyed pea fritters that had the perfect crisp outside and fluffy middle. They had music videos on and a great vibe. Highly recommend!!",0.9708
23-Jul-24,"My family was visiting Las Vegas and we decided on trying African cuisine for the first time and boy, were we impressed with Calabash African Kitchen.  We ordered the fried fish, peanut butter stew and oxtail stew; everything tasted so flavorful. The staff was very friendly and attentive, I highly recommend rather visiting or residing in Las Vegas you visit this restaurant.",0.855
14-Jul-24,The quality of the food is consistent across the board. It's always amazing! The service from all of the workers is amazing. Everyone is always kind and always making sure all of their customers are taken care of. Always a good time coming to this restaurant.,0.9622
13-Jul-24,So I have been here 3 times within the last month. The first time it was my first time tasting African Food and my mind was blown the food was so delicious. I have been craving Calabash since the first visit and I find myself keep going back. All the food is so flavorful. The whole fried snapper is my favorite entree and the oxtail is delicious also. The jollof rice has a smoky taste and is bursting with flavor. The drinks are also delicious we loved the hibiscus drink and the pineapple ginger. All the staff here is amazing and very knowledgeable of the menu and the ingredients and spices that are used.Located in a shopping center with plenty of parking. They also have happy hour specials available. Definitely give Calabash if you haven't already.,0.9865
12-Jul-24,I tried the mafe with chicken and the beef and chicken empandas.  The flavors are amazing.  I only wish they gave me more sauce with the mafe and a little more chicken for the expensive price. The service was good and staff was very friendly.  The ambiance is colorful and music fills the atmosphere.  The music is a little loud with the Tvs for conversation but nice. They have a nice little bar and I tried there version of a long Island. It was a little sweet but tasty. If you are on a budget this place is not for you. But I think everyone should try at least one time to try these amazing flavors of different parts of Africa.,0.9739
11-Jul-24,"It's worth the trip! I am West African and a foodie so I will try anything once . The Senegalese/Gambian fusion is a hit for me and I'll be back...I had the okra stew with fufu and hubby had jollof rice with stew. Both were a HIT oh! I appreciated the samples prior to us ordering because the spices and blend of some traditional west African dishes were different (not bad but different) than what I am used to. The jollof rice was VERY tasty. I won't start the war here on Yelp about who has the best jollof, but eh Senegal maybe giving Nigeria a run for their naira. The okra was also made differently than what I am used to but VERY tasty. If you are used to the ""slime"" of traditional okra soup, you won't have it in this dish. The flavors were flavoring with this dish as well. I ate my stew with fufu. If was the right size for me, but not enough o finish the stew. I ate most of the stew by itself which I am not complaining about. We both ordered hibiscus tea for our meals. If you've ever had Jamaica Sorrel, it's similar but again different. The juice was sweet with a kick of sour. I would try the other juices for our next visit. That pineapple ginger sounded good as well. The restaurant is also super cute! I loved all the art, murals and their playlist was a nice background music that set good vibes. Our server Andrea (I think)  was also very knowledgeable about the food, spices, drinks, all the things on the menu and was very helpful. Final note: African food is not fast. Yes you are in a restaurant but please don't expect the food to come immediately after you've ordered. We waited some 10-15 or 20 minutes for our food. It's well worth the wait and didn't order appetizers. Overall 10/10 for the food, service and ambiance. We going back for the jollof rice for sure and will try other dishes on the menu. Until next time...",0.9966
10-Jul-24,"Oh man, I've been here about 4 times already with my girlfriend and it never disappoints. Our server Nene, is always the sweetest and provides the best service everytime making sure we always leave satisfied. The oxtail soup, lamb chops, and the red stew was delicious. Always expect me coming back!",0.9357
7-Jul-24,"We arrived around 6:00pm on a Saturday.  I like how they have live music.  We were seated close to live music, but there's no bad seat in the house. The place had a good amount of people, but it wasn't extremely busy. Service was extremely slow though.  We ordered black eyed peas fritters with onion sauce, oxtail stew with fufu, and yassa with chicken and jollaf rice. I wasn't going to order the black eyed peas fritters because I knew our entrees were going to be plenty, but I'm glad I did!  The fritters were very soft and the inside was almost very soft muffin like.  Our server told us to not expect to see black eyed peas, but they are there, we just can't see it because it was blended and mashed.  One of my favorite appetizers and will definitely get again next time.  Oxtail stew with fufu has great flavor!  The oxtail stew was tender, but not completely fall off the bone tender.  I really like the flavor, but I think they could've used less salt next time.  I'm not sure what fufu is made of, but it appears and feels like a giant potato dumpling.  It went perfect with the oxtail stew! Overall this place is fantastic to go with friends.  The portions are great, and I enjoyed life entertainment; however, service was very slow and the oxtails just needed less salt.",0.9953
5-Jul-24,"This was my first experience having African food and Calabash was a great introduction.  Our waiter, Terrance, was extremely patient and explained everything in detail. To start we had Fried Plantains, Fataya-Pies, Neem, and the Akara. I would order everything again except the Akara. For the main entree, I had the Red Stew with Fufu. It was excellent!",0.8439
2-Jul-24,"Ordered dinner for pick on a Friday night and the wait time was longer than the 15-20 minutes estimated time we were given + they were pretty busy which says a lot about how good their food is. My first time trying African food and I will say, it's definitely an acquired taste. It wasn't my fave but it wasn't bad. Being my 1st time here, maybe I should've ordered something else or tried more things from the menu but it was already pretty pricey for what we did order IMO. I got the chicken egusi soup with a side of fufu and my sister got the fish egusi soup because she doesn't eat meat. The egusi soup was spicy - I like spicy but my kids don't so they didn't get to eat much of it. The empanadas were my fave out of everything we ordered. I'm definitely open to coming back and trying more from the menu. Next time I want to try the whole fish. Also- it probably tastes better fresh so maybe I gotta dine in next time too.",0.9726
28-Jun-24,"Went to this Restaurant for the first time it was absolutely amazing. The food was so delicious we had 4 people in our party we shared the ox tail,the lamb ,the chicken,And a few other dishes including the large appetizer platter everyone loved the food .The owner was an amazing woman.Very friendly and very hard working.Our waitress was very helpfull and friendly.The atmosphere was just wonderfull. I Recommend this place to anyone who is wanting to try something different.Oh the drinks was amazing.",0.9849
25-Jun-24,"It had to be a fluke right? There's no way a restaurant 4 minutes away from my home could be so good. There's no way that the service and food from my first time could be replicated right?My second time was just as amazing, this time Jewel was my server and I could not say anything but great things about her. I made sure to order something different this time, the oxtail stew. Wow. Wow. Wow. I really don't understand how they can make something so delicious with all the spices and ingredients that is available to everybody. Chef is in the back doing the lords work. I wasn't even that hungry and felt obligated to eat it all. When there was no food left I was tempted to eat the bowl the stew came in. 100 percent recommend this place to everybody.",0.9905
23-Jun-24,"This is a long overdue review. This was the first place I tried West African food, and I came here with a party of 16 from my work place. Let me first begin by saying that by the time it's 6pm, this place gets busy and the atmosphere comes alive with their musician. I tried the baobab juice, oxtail soup, and fufu. It was a great introduction for me. More than that, we also met one of the owners and she was very kind and sweet. Definitely recommend this place!",0.9676
23-Jun-24,I loved it! I have been wanting to try African food for quite a while now and I was not disappointed! Everything had was amazing! The only downfall was the music was too loud for me! However the customer service was GREAT! And the food was amazing,0.9685
23-Jun-24,Not even sure where to start here because it's all so amazing. This restaurant feels like you are invited into a family home and they are cooking dinner.. The care that goes into this food is next level and a must try.,0.8626
19-Jun-24,"It is definitely great to try different culture cuisines. However, the food did not suit my taste buds. I got the ox tail, red stew with beef, Jollof Rice , Fried Plantains, Ginger Pineapple Juice and Baobab Juice. All the food was heavily seasoned, on the saltier side and all spicy. One thing I've noticed is that all of their dishes have a hint of spicy. It's not crazy spicy or anything but just be aware. The meats were very well cooked in a good way. It easily shredded. The fried plantain was just average similar to cafeteria plantains. It also tasted a bit like potatoes.Ginger Pineapple Juice: very heavy ginger taste. Definitely hits the back of your throat a lot. Baobab juice: on the sweeter side. Very thick but delicious. I would've preferred if it was more liquid.Now let's talk about the service. This was where the issue for me was and why my review is only two stars. The service was extremely slow and unorganized. I spent a total of 90min in this restaurant and only about 10min was of actual eating. The rest was me waiting for the servers and trying to get their attention. I waited for about 40min for the food and one of my sides was forgotten. When I tried to get one of their attention, she said she'll be right back then went on to completely forget to come back. After finishing I spent the rest of the 90min trying to get the servers attention for a check. The servers were very nice people but they lacked communication between. After finally receiving the check from one server, another server came later with the check again and was confused that I already got my check. The restaurant is very well decorated and the vibes were definitely great. But the servers all seemed extremely stressed and overwhelmed. The restaurant was not full and with three servers available, as someone who've worked at restaurants before I thought it looked completely manageable. Management should work on improving the overall dining experience and figure out a way to make it more smooth. Overall the food was not for my personal taste but I still would recommend others to try it. Even though the servers were nice individuals, service was not it  and had long wait times.",0.9931
19-Jun-24,"Food: 5/5. Big fan of African food, but my first time here. I started with the fataya pies, which are basically empanadas with different fillings that align with the local ingredients & flavors (for this place, Senegal/Gambia). These appetizers were excellent -- crispy and not too oily, with a lot of good substance inside the shell. I liked the beef one more than the seafood one, but both were very good. For my main I had their signature rice jollof (excellent) and their oxtail stew (sublime -- their oxtail chunks are HUGE with fall-of-the-bone meat & stew seasoning is uniquely spiced and it's PHENOMENAL, like nothing I've had anywhere).  Bravo.Service: 5/5. I came in for lunch and it was empty, and my server Andrea was very friendly and knowledgeable in explaining all the dishes (it's apparent she 's done this often and the staff here is trained to be thorough in educating guests on the cuisine, which is great for first-timers).  Andrea brought out the food and was very attentive to my dining needs. Then as i ate the place filled up quickly and I observed how professional she was with the other diners, and when she came back to me she was very apologetic for the wait. About as good as service can get.Ambiance: 5/5. This is actually one of the nicest African restaurants I've ever been to in terms of wall decor and modern amenities, which was unexpected given that many of the African joints in Vegas are located in modest digs in older buildings (which makes their food no less yummy).  Their bar was well-lit and well-stocked, giving the appearance that this is a popular high-energy evening hangout spot for the neighborhood and the culture.  There were also  flatscreens playing catchy hip-hop afrobeats as I dined, enhancing the mood and contributing to the positive vibes.Nothing but superlatives to describe this place, and I can't wait to come back and try more of their menu.  Be forewarned that this place is a bit pricier than other African spots around Vegas, but it's similarly priced to nice African spots in L.A./NYC/D.C. and you actually get bigger portions (i.e. you'll likely have leftovers to serve as tomorrow's meal) than in those bigger cities. And as mentioned above, you are paying a little extra for a higher level of ambiance and service.  To all my fellow locals: I highly recommend this place for a date night, a pregame dinner with a friend before a weekend party night, or a small group dinner/drinks night if you have big-city friends in town who are the urbanite foodie type.  Kudos to the owner and management team for creating such a unique, authentic, entertaining and tasty restaurant concept -- it feels like it belongs on the Strip, but I'm so glad that it's off-strip and caters to the neighborhood rather than the tourist traffic.",0.9984
17-Jun-24,Yummy yummy packed with flavor from excellent seasoning and fermentation throughout the dishes.We have had this place earlier this year in the winter and have obviously returned. We were offered the soup and stew samplers and i knew what I was ordering on my third visit (the next day). The okra and Egusi were amazinggg.My boyfriend had the empanadas in which he crushed. I had the snapper and it was so well seasoned ugh i can still taste it. I opted for the Fried Red Snapper with the fermented grain side. So so good. The little tomato and onion side and the sauce is quite spicy but it goes with the grain and that tones it down. The fish had perfect crunch and temperature Customer service is always great. The chef came out to check on our enjoyment and if we were truly experiencing the dishes as they are meant to be. I appreciate learning opportunities when i am eating from cultures outside my own so 10/10.,0.9879
16-Jun-24,"Let me start by saying that I am upset that it took us so long to come here, and we have absolutely been missing out, until tonight. Walking in was like walking into a good friends cozy house. It's warm and inviting and so tastefully designed and decorated. Once we were settled at our table I felt like I could have stayed there all night. I'll get to the point of what you're reading this for. The food exceeded all of our expectations. I got the hibiscus tea which was lovely. We got the vegetarian empanadas and the black eyed pea fritters. SO GOOD. I got the ""bean stew"" with plantains and let me tell you, I need those plantains with every meal from now on. It was absolutely delicious, and then little side of onions that it came with was heavenly. My husband got the peanut butter stew with chicken and a side of jollof rice and he could not stop raving about it. The chicken was so tasty (on bone) and scooping it up with the side of fufu was an excellent choice. We got the chakri for dessert and it was a wonderful blend of textures and just the right amount of sweetness. Terrance was our server and I can't say enough nice things about him. He helped us with menu recommendations and took great care of us all evening. Everyone was so kind and it was such a lovely environment to be in. We already know what we want to try for our next visit.",0.9947
15-Jun-24,"Calabash is truly a remarkable African restaurant that offers a delightful combination of delectable cuisine,  outstanding service, and ambience . During my visit, I had the pleasure of trying various dishes from their menu, such as the flavorful jollof rice, the tasty Egusi soup, the succulent oxtail and perfectly fried tilapia. Each dish surpassed my expectations, as they were meticulously prepared and bursting with mouthwatering flavors. It's safe to say that Calabash is, without a doubt, the finest African restaurant I've had the pleasure of dining at.",0.9888
14-Jun-24,"Fam! i seent this place, yes ""seent"", this place on Instagram, and had to take my Mom here for Mother's day. When i say this food was so bomb, it's definitely an understatement! Calabash had me big smiling , showing ALL MY TEETH! Even the Molars!I've never in my life tasted ingredients so rich and flavorful! Had my taste buds dapping hands with my tongue doing the Cha-Cha Slide part 8,  in my mouth. Talking bout Chomp Chomp real smooth yall!Everybody was so welcoming, and we got to meet the owner too! She came out and chatted with us at the table for a bit. She was so nice! Such a sweetheart, and her story about how she opened Calabash is so interesting! First time trying Fufu! I got the lamb stew, and veggie Jollof with all the spices.  oooof.",0.9793
13-Jun-24,"I ordered Egusi with fish and fufu through door dash. The food arrived fast and was still warm and ready to enjoy. It was flavorful with a little spice to it. My 9 month old and I enjoyed the egusi and fish over the course of two days, I made white rice to go with it and it was delicious. I plan to go in person to get the full experience soon and to try other dishes on the menu.",0.9274
9-Jun-24,"We've always wanted to try this type of food. Let me tell you everything hit. Ambiance was very nice and relaxing, they even had live music from the time we went. Our Server Mo was very informational and all the dishes he recommended were excellent, definitely made our night for sure. Since we've never had African type food before he was able to answer any questions regarding food.Food was excellent we got the Sample Platter great variety of appetizers to try, The Meat Platter was small plate than we thought but don't be fooled it was piles of very succulent and grilled to order meat. Peanut butter stew was extremely savory and heavy but overall delicious and I forgot the last dish name.Definitely recommend coming here to give it a try. If this is what represents African food I'm extremely impressed by the flavors (P.S: Happy hour is I believe 3pm-6pm)",0.9874
