Date,Review,SentimentScore
29-Oct-22,"Popping Yolk is definitely a hip spot for breakfast. It's also VERY much on the pricier side. I came with my family and we all got some version of the BENEDICTS & also the HOUSE FRENCH TOAST. ENJOY!PS: The wait can be long, get there early to put your name down.",0.4574
28-Oct-22,"First time experiencing this place and I will not be coming back The food was strange and too expensive to not deliver. If you're going to charge, deliver on taste!I also didn't enjoy having to walk in and order straightaway vs sit at the table and experience service.",-0.5747
27-Oct-22,This place was delicious! The portions are huge and the food was so good! You order then sit down and they then bring you your good. They were very good about filling up our waters and the women taking our order was so nice and helpful. Would highly recommend.,0.9804
18-Oct-22,"有些路是用腳去走，有些路是要用心去走的，而往往絆住我們的， 不是路上的石頭，而是我們的心～現在外面的通貨膨脹真的太誇張， 最基本的 「吃」 好像變成很奢侈的事情， 在 哈崗吃個早餐，兩個人加小費居然就要快60 元，早餐耶，還讓人活嗎！這家一年多前來過，東西是有一點點特色，環境在東區也算可以了， 不錯吃， 份量也不小，只是價格飛漲到令人驚訝， 可能還是在家泡我的咖啡， 自己動手煎兩顆荷包蛋加個培根就好了！ -- at Popping Yolk Cafe (Hacienda Heights, CA).",0.0
17-Oct-22,"My niece and I were looking gor something different for brunch , we found it ! The food was delicious, now we have to try the rest of the menu !",0.6467
15-Oct-22,"Great food, excellent service and reasonably priced.  Food portion can actually feed two.  Quality of food is great!",0.9215
10-Oct-22,Definitely a place for Eggs Benedict lovers! There is a good variety of Eggs Benedict and omelettes on the menu to choose from. Thought it was a little strange that you have to join the waitlist to order and pay at the counter. Food overall was good. We got the Norwegian Benedict and Nashville Hot Chicken Benedict (chose mild spice level). Both came with a generous amount of their country fried potatoes (unseasoned) and salad. The eggs were perfectly poached. Also tried the iced horchata latte which was surprisingly good. It wasn't overly sweet. The women's bathroom was a little dirty with water all over the floor. Had to walk carefully to not slip. There are free parking structures in the area so finding parking shouldn't be an issue.,0.9744
10-Oct-22,My eggs Benedict was good and had plenty of meat- both Canadian bacon and bacon. We ordered the deep fried French toast and didn't enjoy that as much. A classic French toast seems to be more of the way to go for us personally. The orders come with plenty of breakfast potatoes and nicely sized portions.,0.4891
9-Oct-22,This place is a nice little hidden gem in Alhambra decided to give it a try this morning absolutely loved it! Indoor and out door covered dining you place your order when yo I walk in and take a number they bring everything to you. Portions are large potatoes are amazing everything is well seasoned we ordered hazelnut iced coffee an iced green tea ham and cheese omelet and the avocado and ham croissant sandwich as well as the banana toffee deep fried French toast everything was really good!! They bring a wine bottle of water to your table for self serve as well which was really convenient! My only recommendation would be serve a side of syrup with the French toast it's really thick and crunchy so the little bit they put on top isn't enough but 10/10 would go back 0 complaints and 5 stars!,0.8321
3-Oct-22,"This place is amazing, came for my first time, this is a must stop ! Huge portions and the mango iced tea is amazing !",0.8513
2-Oct-22,"The food is delicious , my breakfast was fantastic.. I visited my daughters in Los Angeles and I can say I'll return every time I'll get there thanks .",0.765
2-Oct-22,"We've been here a few times and honestly, the food is amazing. We've tried several of their eggs Benedicts and also their sweater breakfast items (waffles and French toast) and the food is always on point.  Portions and generous and prices are reasonable.  They're also pretty fast when it comes to service/bringing out the food.There are, however, a couple of cons that both relate to the outdoor seating area...1.  Aside from the cute wallpaper, it looks/feels a bit janky.  If you're sitting against or facing the wallpaper it's okay, but any of the other seats have a pretty unsightly view.  You'll probably be staring at a small storage area (extra tables, baby chairs, etc) and/or the trashcan.2. The outside feels a bit dirty. If/when something spills (very normal in a restaurant), it spells on cement floors that really can't be cleaned up.  It puddles, chills, and starts smelling.  (Ie, there was a random puddle of liquid with 1 loan strawberry chilling near us that sent wafts of odors woth random gusts of winds.3. General smells.  The large waste bins are directly behind/next to the outside dining area.  Depending on the wind, you'll periodically smell garbage 4. No one comes to check on you if your outside. So if you need anything (condiments, dropped a fork, more water,etc) you won't be bale to flag someone down. 5.  There's no AC inside, or it's not strong enough.  Feels muggy.",-0.5351
29-Sep-22,I had the Nashville chicken egg's Benedict and it's was delicious. Definitely will come back again when I'm in the area.,0.7506
27-Sep-22,"I got there and signed up on a tablet by the entrance. I waited and after 30 minutes of waiting, I notice people that got there before me were getting a table, I thought maybe because their party was of 4 or less, but then I notice they sat a party of four in a table that was for 8 people. So it made me wonder why my party of 6 got skipped. I decided to ask the cashier. As I approached the counter, the cashier asked if I got called, so I said no, but  people before me are being seated. Then she asked for my number and said she had texted me, I had been standing right by the entrance and never did anyone called my name or texted me. She then said she had texted me and since I didn't answer ‍. I was confused and annoyed by them not having clear communication, I waited for 1 hour for a table, when I could have waited only for 20 to 30 minutes ‍. Food was good. Service ‍",0.2279
26-Sep-22,This place is so calm in the atmosphere great for chatting with colleagues and even a nice spot for dates. Service staff is always friendly and welcoming food is always great especially the berries farm waffle.,0.9642
26-Sep-22,"Popular place with a good ambivalence French toast was adequate, not bad but something to rave aboutSandwiches and salads were much better Will try the omelette as (their specialty) next time, just has the need to eat French ToastTheir orange juice is nearly $7.00 and their soft drinks are nearly $2.00.  Being addicted to Orange Juice from Farmer's Market, there are other beverages where one can spend one's money",0.8432
23-Sep-22,It's a very cute set up inside . A bit pricey but what is not today! A lot of food breakfast had the eggs Benedict . Service was great . Our food came pretty fast. DeliciousAvocado bendict,0.9244
17-Sep-22,Technology instead of service.  Food was mediocre.  I will credit them that they moved people in on time and were pet friendly.  I won't be back.,0.7003
16-Sep-22,First Time Eating here.  Especially on Mother's Day.  Food was sooooo disappointing.  Never will be back!!!!,-0.6562
13-Sep-22,"4 starsI don't usually eat breakfast, but when I do, it's either dim sum or someplace with eggs benedict. I've always wanted to try this place, but it's always been too crowded for lil ol' introverted me. So I decided to order take-out on a weekday to avoid the weekend crowd. I chose the Nashville Hot Chicken Benedict w/ medium spice. What other Yelpers have reported about this dish is true. It's not spicy and it's really (REALLY) greasy. The grease soaks into the English muffin, so be aware of that. The crunchiness of the batter is really good and, if you're a batter person, you'll enjoy this one. It's a good sized piece of chicken too, so don't worry about it being all batter. Because of how big and crunchy the piece of chicken is, cutting it up to eat is messy. The coleslaw was really good! The breakfast potatoes were decent and I didn't find anything wrong with the salad.If you get take-out like me, skip their plastic utensils and use your metal ones at home. Best break out that steak knife! On a side note, while I was cutting the chicken, I accidentally flicked a piece of fried chicken onto the floor and my dog grabbed it and ran off to his happy place. So...I can safely say the fried chicken is dog-approved...All-in-all, I like the restaurant space - very neat, clean, and well-cared for. As soon as I walked in, the lady at the cash register knew I was picking up. Presentation of the food was really nice! Sauces were all packed in separate containers. Free parking is available in parking garage or street parking.",0.9961
10-Sep-22,"Amazing place for brunch! The atmosphere inside was really cozy and they also offered seating outside in the back. The menu is very versatile so there is definitely something for everyone! :)My sister got the Classic Benedict while I got the House French Toast (Half). We were able to finish everything and my French toast was so delicious. It was crispy and my favorite part is the fresh fruit! One thing to keep in mind is that the restaurant itself lacks windows and natural sunlight. So it is fairly dark which made it difficult to take photos. To make up for it, they have lights above almost every table.Overall, would definitely recommend stopping by for some breakfast food or sandwiches if you're in the area!",0.9714
8-Sep-22,"Wow- my family and I ate here this last weekend and I'm kicking myself for not checking it out sooner. We always lament not having enough good breakfast places nearby. We always go to Mike and Anne's in south pas, Gus's, or Mimis in Monrovia- We recently tried Lost Parrot in south pas, hoping that it would be good and close by but were frankly disappointed- this place however, WOW! I had the brioche breakfast sandwich and the crepe, my hubby had the croissant sandwich and my daughter had the French toast. Everything was AMAZING! Even the juice was fresh squeezed and delicious- my only gripe was that it was pricier than I would've liked but honestly, you get what you pay for- this breakfast was worth it- so delicious! The potatoes were crispy and yummy. We will definitely be back and are so happy to have found such a great breakfast/brunch spot closer to home.",0.9955
6-Sep-22,"All our orders were cooked well...we had Norwegian Benedict, California Omelette, Berries Farm Waffle. I just don't understand the Service Charge on my receipt? Other than that i have no complaint.",-0.5267
5-Sep-22,"The smoked salmon is salty. The potatoes were yummy, crispy  on the outside yet soft on the inside. This one, you need to add salt! The salad was just... oh okay...",0.5707
4-Sep-22,Man this place gets packed and I can understand why. Not many brunch places in Alhambra. I had their California omelette. It was ok. I should have gotten their fried chicken Benedict instead. My husband ordered that and I had a bite and wanted more lol. I love their potatoes though. Very crunchy. I would probably get one of their Benedict's next time instead.,0.868
4-Sep-22,"Nice atmosphere, good food both taste and portion and fast service. Can't fault it on anything, yes it's pricey but at least you're getting what you pay for.",0.576
3-Sep-22,"Apparently the electronic wait list sign up at the door does nothing. Put our names down and waited patiently only to watch people who came in after us and didn't use the wait list get served and seated first. Very frustrating. Eventually we wised up and pushed our way to the counter since that seems to be how you get service here. I pointed out the issue with the electronic wait list to staff, but they didn't care, and gave off an overall surly vibe. I'm still confused about how ordering food is supposed to work here, and I think the staff is too. As for the food itself, its just your typical American breakfast items, but oversized, oversweetened, and overpriced. There are plenty of other brunch options in the area, and I'd rather eat someplace where they don't punish politeness.Oh, and I know this is a super odd complaint, but the knives they give you are extremely flimsy, like child safety knives, and totally unsuited for cutting. Maybe they've had too many instances of frustrated diners stabbing servers?",-0.215
2-Sep-22,"Highly recommend for brunch with friends but the wait can be quite long, so add yourself to the waitlist beforehand! Food portions are SO big so it's very worth the price you're paying and it's also delicious. We each got our own dish but regretted it afterwards, because the portions were just so big. While I'm a huge fan of omelette and mine was rich with various ingredients, I especially enjoyed their salad that came on the side. At first glance, I think the plate can look very overwhelming but there was a good combination of food that made it very enjoyable and yummy!",0.9907
1-Sep-22,The wait is super long but really worth it. I got the Classic Eggs Benedict and it did not disappoint. Loved the fried potatoes and mango green tea was really refreshing!,0.4938
28-Aug-22,"Best eggs I've ever had in my LIFE!!!! The orange juice in my mimosa was freshly squeezed, every potato was cooked to perfection! Incredible meal",0.877
24-Aug-22,They don't answer the phone sadly. Food was great first time I tried it. When I tried to place an order for pickup on Sunday morning I was left waiting on hold and calling back several times to only hear nothing back.I'd give the full 5 stars but placing a phone order is too difficult...,0.1655
22-Aug-22,"So decadent, so flavorful, and so plentiful! The Kimchi omelette was a revelation and I went home that week and tried to make it myself (not as good obv). The Toffee Banana French Toast had the perfect crunch of hard toffee outside and a creamy, tender inside. The hollandaise tasted homemade and not like the powdered variety. Can't wait to come back and try more options.",0.6577
13-Aug-22,"We stopped here for brunch on our way out of town after visiting family.  We had high expectations, and they were certainly met.  House French Toast for the kids, Classic Benedict for my wife, and Hot Chicken Sandwich (plus coffee) for me.  All of the food was delightful, and the service was solid.",0.7096
10-Aug-22,"The food is really good,great service, really good freshly squished orange juice I really like it here!!",0.7629
8-Aug-22,Excellent professional friendly service. I enjoyed the egg Benedict which was done perfectly well. We like this place and feel it is an improvement over its predecessor.,0.9682
8-Aug-22,"Staff is great, they're very busy but they do their best. I think my the amount of food is great, but it feels like it's lacking in the flavor department. If you like a good brunch spot that's aesthetically pleasing this is the place to be!",0.9852
7-Aug-22,"Had the classic eggs benedict and toffee banana french toast (half portion: 3 pieces). I'm an eggs benedict enthusiast and I'd like to say that their eggs benedict did not disappoint! It came with a small portion of salad and fried diced potatoes, the potatoes weren't soggy, it was crispy but not burnt so it was great. The toffee banana french toast was deep fried so it was sinfully delicious. I wanted it to be a bit sweeter so I did ask for extra syrup. I also had the mango green tea which was pretty good and it was refillable, definitely a plus!",0.9826
7-Aug-22,"First time and we were exited to try the place. The wait was okay for a Sunday at 2pm. You put your name down and they call you when a table frees up.  You order ahead of sitting and I have to say I found pricing to be quite expensive.  Most breakfast plates in the upper teen prices ($16-19). I thought that was quite a bit so I was expecting very good flavors and plenty of it. That was not the case.  It was good tasting and decent amount but not for $100 + tip for a family of 5 FOR BREAKFAST.  Maybe dinner would be a decent pricing.  We had 5 meals and they came at such staggered times we could not enjoy it together.  I got my meal first and the last meal came over 20 minutes later. While waiting I asked the guy to please check on the last meal and he went to the back and didn't come offer us any type of explanation or when to expect it to come. It finally came.  Overall the food was pretty good, service was okay, but one last gripe....for the love of god, turn on your air conditioner!!.  It was a hot day and must have been 85-90 degrees inside.  That's not comfortable indoor temp to eat in.  Maybe trying to save on power costs but for that alone I would not return.",0.9749
6-Aug-22,"I called this restaurant 3x's and no one answered. I drove 45 minutes to get here. Imagine the disgust that I feel when they said they couldn't even take a to-go order. This should be stated on their website. They said most restaurants close 30 minutes prior to. That is not true. All the restaurants that I've been to have never had this issue for take out, maybe dine in, never take out. Now I will never come here. Absolutely disgusted. Do not come here.",-0.9027
5-Aug-22,"Finally made it back for over due visit.Furthermore tried the toffee banana Crispy French Toast and was not disappointed.  I thought it was going to be too sweet. Not the case. Great with a cup of PY excellent coffee  service consistency, food is the key Sorry to see the soft Shell Crab Eggs Benedict go.Suggestion, Bolo bow (Pineapple Bun French Toast)Banhi Mi Fried Egg on a Croissants with garlic butter aoil and  pate",0.6868
4-Aug-22,"i really love this place. It's my fav breakfast spot!! i like that you can pre-order at the front register, so if you have a big party, everyone pays in advance at the front for food and drinks, so when you're done, you can just bounce and not worry about splitting the bill and all that jazz.  The Food?! AMAZING!  I got the Nashville crispy chicken Benedict and it was Bomb, the chicken was perfectly crunchy and the pouched egg was cooked perfect!! not too yolky or undercooked, but perfect. i'm super picky with potatoes and they had the best potatoes, those super crunchy ones cut up in small dime size squares. sooo good. i had their sangria, and it was excellent. i got the pitcher for my group and it was so delightful, light and not too sweet. definitely order the white sangria. i've had their omelette as well, and it's wonderful.  the ambiance is super cute and has a modern/ earthy feel with plants  and stuff as decor. the staff is very nice and service is good.",0.9974
2-Aug-22,"The food here is delicious! Filled two grown men. My buddy wants to go again and bring some friends, now I know the place is good.",0.8748
29-Jul-22,"I've been here before, and I've met some work from other popping yolk locations. However, while me and bf came and had lunch and ordered we did not receive any utilities for our food. When we asked for a knife to cut our food, we got told the silverware was not washed. I understand places are understaffed, but why was another group of people given all silverware. Then everyone around us got served water and even gave them refills, and just ignored us when they passed by with their pitcher. It just felt that it was a little racially motivated. Since we were the only brown couple. Fortunately the food was great, if you're a brown or black poc and want to eat here just be aware some of the staff is rude. This is not he first time staff has been this way. The only good experience we had was when it had just opened.Also there's no need for an apology post because I haven't seen any change with staff.",0.6739
28-Jul-22,First time trying it and ordered the hot chicken sandwich. You're able to choose the level of spiciness and I got the second to hottest one. It wasn't as spicy as I'd hope BUT service was great.,0.8225
28-Jul-22,Our second time here and we enjoyed our meal. This place is a  nice and cozy place for brunch. The food is delicious and the servings is huge.  The staff is nice too. Will definitely come back,0.9485
26-Jul-22,"Was so excited to try this place based off of the reviews and they did not disappoint! Earl Grey Latte was so flavorful, the House French Toast had a unique crunchy texture that was great, the Classic Benedict is a must, and the Crunchy Honey Comb Crepe was on the sweeter side but had a variety of textures that made you want to keep eating. Only critique I had was that the Egg Salad Sandwich is much creamier than I expected. If you like a more thick and creamy Egg Salad as opposed to fluffy, you'll like it but the texture was a surprise to me. For reference, it was around $75 for our party of 4. Definitely give this place a visit!",0.9692
25-Jul-22,"Best eggs benedict's I've tasted! there onion rings (med. spicy are perfect spice level) and season fries are the best appetizers on there menu. horchata latte with oat milk is a top favorite, service is great always passing by with cold water and free parking is right behind the chicken koop on main st and 1st",0.9766
25-Jul-22,"Five of us were sitting outside the patio, while we were eating the waiter turned the fan on,  all of dust and pieces of dirt came off to our food and drinks... it really ruined our morning.... we couldn't finish our brunch and left without complaints. Please clean your fan before you use it. Food was ok.",-0.2394
21-Jul-22,"Very cute brunch place conveniently located on Main St where everything is. I didn't even know when this place opened and never got to try it till today. Gets pretty busy, almost at full capacity on a Thursday for lunch.Pro:- easy parking, plenty of public/street parking around and conveniently located to lots of boba/dessert shops within walking distance- fast service of food and good service overall- beautiful presentation of the food- huge portions- their earl grey latte was bombbbbb (substituted whole milk with almond milk), perfect blend and not too sweet- the French toast was also a 10/10Cons:- the fried calamari was a little disappointing, lacking flavor and breading, 5/10- the Cowboy burger was not very flavorful 5/10- the Nashville hot chicken Benedict sounded and looked good, but not spicy and flavorful enough (got medium and couldnt taste any spiciness to it, the cocktail sauce from the calamari had more spiciness to it and idek if it's supposed to be spicy), also overly oily (yes, I know it's fried chicken...) 4/10- added too much milk to the iced latte (didn't ask to substitute the whole milk with other options) couldn't taste the coffee at all 1/10- quite pricyWould definitely return to try the other menu items. Great vibe, great decor, great service!",0.9874
21-Jul-22,the food portions here are absolutely ENORMOUS which is great as their food quality is also TOP TIER. they give a bunch of country fried potatoes and their salad is tossed in a vinaigrette. all the benedicts are great and the staff here is super nice. seating can be quite tough on weekends for large parties. try try try!!,0.9634
21-Jul-22,This spot is amazing!! There are tons of options on the menu to choose from and service was quick even on a Sunday morning at 10am. I got the house French toast which was to die for!! It's perfectly crunchy and sweet. I got the half portion which was enough for me. I'm glad they offer that size because the full size is a lot! My boyfriend got the bacon and cheese sandwich and it came with potatoes and a salad. The sandwich was also amazing! The bread was so fluffy. We also got a horchata latte and match latte. The matcha latte is great and it has intense matcha flavors which I love and I feel like at some other places it's subtle but not here! Parking: there is a free parking garage on first street north of popping yolk. It's a short walk away or you can find free street parking.,0.9752
19-Jul-22,Great atmosphere and great food. Everything was delicious. The French toast are 10/10. If I had to change one thing would be the set up. I think the host needs to be right at the entrance. It was my first time there and I didn't know you had to order before sitting since everyone was kind of just standing in the way. Overall great experience though.,0.9517
19-Jul-22,"Ate here on Saturday after a long hike a friend recommended it and friends and i were wow so much food for such a good price and amazing presentation.Customer Service is awesome they're on top making sure you have everything you need. We didn't wait much for food and even if we did. The food was so good Can't wait to come back and try other plates...Place looks super clean and front desk lady is very sweet and kind, took her time to explain and help...Recommended it... Perfect place for Breakfast or Brunch",0.9927
18-Jul-22,"I've eaten at this place a few times, and my experience there has been outstanding! The food here is savory with some sweet options and is perfect for my taste. The potatoes were crispy but soft on the inside. The spring mix salad was fresh and paired well with their yuzu dressing. As for the entree, I decided to try out the Teriyaki Chicken Omelet, and it hit the spot. The omelet was cooked perfectly, and the chicken was packed with flavor. A plate can be shared with two people if you are a light eater and is plenty for someone with a big appetite. I would highly recommend bringing friends and family to try out the food for yourself!",0.9837
14-Jul-22,"Fantastic brunch place in the Alhambra area. Usually packed so expect a bit of a wait. You order up front before getting seated so use that time to decide. I typically get one of their benedicts and haven't been disappointed. Great selection of food, dessert, coffee, and other drinks. Only minor complaint is that this place is a little pricey but they really do make up for it in quality.",0.0849
14-Jul-22,"The portion is really big. I only ate a 1/4 of the plate, didn't feel good the whole day,  I did throw out 1/2 day, feeling dizziness too. I don't know if it is the smoke salmon wasn't fresh or the oil they use.  That was a bad experience",-0.7482
