Date,Review
14-Nov-23,"Line was long but moved fast. There is very limited seating inside, just wish it was a bit more clean. Pizza was good but a bit greasy."
13-Nov-23,"I couldn't leave New York without indulging in the famed New York style pizza, and Joe's Pizza made the experience unforgettable.Arriving on a Monday night, the line at Joe's Pizza was quite long, The wait was undoubtedly worth it, as every bite of their pizza is a testament to the art of New York-style perfection.Opting for 5 slices between two people might sound excessive, but when faced with the enticing options at Joe's, it was a necessity. Each slice was a masterpiece, and what stood out was the delightful crunch in every bite. The perfect balance of a crispy crust and flavorful toppings made each moment a pizza lover's dream.Leaving Joe's Pizza, I couldn't help but marvel at the unforgettable taste lingering on my taste buds. It's no wonder this spot is a must-visit for pizza aficionados and newcomers alike."
10-Nov-23,Yum! Delicious and quick pizzaCame by on a Friday night and the line was wrapped around the corner. It went by very quickly and the workers were all very polite.We took our pizza across the street and ate it on some benches!
8-Nov-23,Long lines but it goes very fast. Best folding pepperoni and cheese slice NY pizza at its finest.
8-Nov-23,No lie to say this place serve one of the best pizza in NY. My friends and I I waited more than half an hour to get our hands on their pizzas. Service was quick and check out was such a pleasant experience since the guy up front was chill and fast at the same time. Definitely gonna come back here for more pizza.
7-Nov-23,"Came to this location near Time's Square for my first time trying New York style pizza (thin crust), and it did not disappoint. There was a long line, but the wait was well worth it. We ordered two slices each, and that was enough for us to be full :p We ordered Supreme 8/10 - This was the mostly meat option at Joe's with pepperoni, sausage, mushrooms, and onions. The Supreme had really nice flavor, but could lean slightly salty for some. The crust was nice and thin, and the toppings were generous. Caprese 10/10 - This was absolutely amazing and what made the meal for me. Looks very unassuming, but it might possibly be the pizza I've ever had. The Caprese features burrata and basil leaves, and was so fragrant I didn't know pizza could get any better than it already is. This is a must try if you visit Joe's."
7-Nov-23,"What is a first visit to NY without seeking out and tasting an authentic NY style pizza, eh? So, Joe's was one of the first hole-in-the-wall pizza shops that was highly.....HIGHLY....recommended to us, and fortunately, it was located in the very busy Times Square, just a couple of blocks from our hotel, so was very convenient to walk to.And yes, as expected the lines are constantly long here......when we were there in the middle of the afternoon, the line was only halfway down the block. On other days we walked by, we noticed the line extended down the block, all the way wrapped around the corner of the building and down half that block. Of course we were going to get this full NY pizza experience and wait in the line to get a taste of what so many people seem to be raving about.So, we finally got to the counter and noticed about a half dozen different pizzas to choose from.....hmmmm, how to choose, what to choose?! So, we kept it simple and went for one slice of Spinach and Garlic pizza and one slice of the Caprese pizza.Daaaang, the person who recommended this place was right.....these are super deliciously good pizza! My wife thought the spinach and garlic pizza was a bit salty, but I was ok with it. I enjoyed both of the pizzas we ordered. The pizzas were fresh hot out of the oven, ingredients all fresh and had excellent blend of flavors, but what really struck me were the pizza crusts. They were thin yet firm, crisp at the bottoms, and held all the ingredients on top.....unlike other pizzas I've tried where the crust is thin, floppy, and all the cheese slides right off when you pick it up.Great experience that I'd been waiting years for! Just wished there was a Joe's closer by, but I think it tasted that good with that amazing crust because of the NY water used :) Perhaps I'll pay my friend to carry a Joe's pizza back to California the next time she visits :D"
6-Nov-23,"Our visit to Joe's Pizza near Times Square was met with the usual long line, but as always, the wait was well worth it. We patiently waited for close to an hour, and our order was simple yet satisfying - three slices of pizza: the Caprese, Pepperoni, and Supreme.Each slice was a delightful experience. The Caprese slice showcased the freshness of the ingredients, the Pepperoni slice offered a classic, satisfying kick, and the Supreme slice was packed with flavor. What made it even more authentic was the thin and crispy crust, just like a true New York-style pizza should be.The ambiance at Joe's Pizza is bustling, but the lines move quickly. It's a testament to the efficiency of the place. The cashier was friendly and mentioned they make over 3,000 pizzas daily, which is a testament to their popularity and expertise.Our only regret? Not ordering more slices! Joe's Pizza has rightfully earned a spot on my list of must-eats for my next trip back to New York. If you're a pizza lover, the delicious slices at Joe's are a must-try, even if it means a bit of a wait. The quality, flavors, that thin, crispy crust, and the overall experience make it a true New York pizza gem."
5-Nov-23,"We ordered delivery from here on our first night in New York. It was a great example of NY pizza. Delivered fast, very fresh and tasty. We couldn't finish it by ourself, luckily the doorman was more than happy to help us out."
5-Nov-23,Don't believe the hype!!! But authenticity is there with a good variety. Line very long but moves quickly.
5-Nov-23,"Joe's Pizza was recommended by our hotel. It was featured in the movie Spider-Man so they have  gotten a bit of attention hence the long line, but it moved pretty quickly. I ordered a cheese pizza and spinach pizza. The cheese pizza was really thin but surprisingly perfectly balanced. There was a perfect amount of sauce and perfect amount of cheese, so you didn't feel a lacking on any of the main ingredients. The surprise factor that elevated the experience and the quality of the pizza is the CRUNCH. The dough is perfectly crunchy. The spinach slice was okay. The spinach itself was somewhat bitter. You could take a hints of garlic and butter that I think could and should have been more present. The price point was great. The restaurant was somewhat small on the inside so seating is limited but they have a stand up area outside for customers. Overall it was a really good pizza."
4-Nov-23,You might be surprised by the line around the block but believe me- it's totally worth the wait!We enjoyed our slice(s) outside in the outdoor seating!
3-Nov-23,Have lived in New York City for two years and finally tried joes. It's so good. Def on my top 10.
31-Oct-23,"Came here on a late Thursday night. Line was out the door but went by pretty quickly. The cashier was very charismatic. There is limited seating indoor and it gets pretty busy so I suggest taking your pizza to go. We ordered a slice of the white pizza, a slice of New York style pizza, and a pie of pepperoni. Everything was delicious!"
29-Oct-23,Pizzas are the best and I recommend calling ahead instead of waiting in line although it's not a terribly long wait.
28-Oct-23,"Overall not bad. Our intention was to go to the original location but this was on the way to where we were going. There was a slight hiccup with the order,.so we ended up with a white slice, cheese, and pepperoni. Pizza was nice and this with a slight crisp. However the white pizza was a little charred on the bottom. But for 3 slices and two drinks close to Times Square only $19 I won't complain"
27-Oct-23,"Joe's is well-rated, and for good reason. The small, efficient, and exceedingly busy pizza shop serves pizza straight out from the oven, should you order a whole pie, and the slices were so fresh I basically burned myself eating them. We got the Supreme on our first visit, and it was, aside from being utterly covered with meats, completely amazing. The burns were worth it, and I cannot recommend buying a whole pie enough."
27-Oct-23,"Definitely a worthwhile experience when in New York! Pizzas were delicious, my favorite was definitely the Supreme and Caprese. The Caprese had delicious fresh tomatoes, and the Supreme was packed with toppings. Can't go wrong with either!Personally, the white wasn't it for me. It felt pretty plain and lacked flavor. Expect a bit of a wait, since they do heat up the pizza before serving it to you. Probably took us about a 30 minute wait on a Sunday night at this particular location. There are some seats inside and some standing area outside to eat the pizza. Inside of the restaurant, it felt a little packed in my opinion, but it's probably because it's a popular destination. I would definitely come here again for the Supreme... but probably at a non-peak hour."
27-Oct-23,Obviously something you have to get when in NYC. Lines are long but service was quick. The base is thin but wasn't soggy. The crust was a bit crunchy for my liking. I think there needs to be a touch more sauce and cheese. Not bad though.
24-Oct-23,"Handsdown authentic New York pizza. Recently visited New York and this was a highly recommended place. I exceeded the expectations I had with their flavors. The Caprese with the fresh tomatoes and little burnt basil with that cheese; mind blowing and must try pizza. It was smelled good, tasted amazing. Fresh Mozzarella pie with that mozzarella on top, yummy!!!The pizza dough itself was so flavorful and right crisp to it. Overall amazing experience. Service:There was a big line in front of their restaurant and did all make sense once I took that first bite and they were quickly serving and clearing the line. Loved that they had option to add chili flakes, oregano and cheese to add on top according to you flavor. Must try place!! Can't skip. Just a recommendation if you are looking for a place to sit and enjoy, maybe pickup is the best option as the restaurant is usually fully packed."
23-Oct-23,"Joes pizza was all its hype said it was. Great my style pizza, with the lines to validate that. Must have waited 30 minutes but was worth every bite. Thin crusted pizza that does not sag in center slice point. Pretty amazing gravity defying pizza. Perfect balance of sauce, cheese to crust, makes joes the gold standsRd in NY style pizza."
22-Oct-23,"--Location/Parking--It's New York, what parking?--Ambience--New York pizza joint with a line out the door and crowds of people trying to eat in a small area. It is typical to see people eating a slide out on the sidewalks.--Service/Staff--The staff is fast and direct, getting you in and out as quickly as possible.--Food/Products--New York style pizza was piping hot. I think I burned my mouth, but the new York style is my favorite, and I can't complain.--Capacity--Very small, you see people lounging around eating on the sidewalk or outside or taking it to go.--Overall--One of the popular tourist spots in New York. If you ask a local about their favorite pizza spots, you will get various answers."
21-Oct-23,Really good pizza. They also had really quick delivery service which was nice! We will definitely eat here again
21-Oct-23,"You delivery was fine. However, the pizza was awful. Got a white pizza with pepperoni and pepper Cheney peppers. It also included something very crunchy and zero flavor."
21-Oct-23,"All these years I kept hearing about the legendary pizziarias of NYC.  This happens most of the time for me when my expectations don't meet my experience.  We stood in line, the place was packed, ordered a whole pizza, and ate it outside standing up.  Pizza was good but it wasn't the like hearing angels singing after the first bite. I love pizza but I'm not particular to any style.  This could be from all the regional styles to basic Midwest stuff as long as the taste, atmosphere, and quality is to your liking.  The best pizza is always the one you enjoy at that time with family and friends.If you're in NYC, you should definitely try one of these iconic pizzarias and make your own judgment.  What could be better than a pizza while traveling?  Enjoy life."
16-Oct-23,I am addicted and I do not care who knows it. I go here far too often and it's always delicious! Love the staff and love walking down the street eating my slice... making everyone jealous! Yum
15-Oct-23,It was good but to be honest I HAVE HAD BETTER! It was very disorganized and the workers were more about flirting with the girls versus making pizza and waiting on customers.
15-Oct-23,"The pizza is exactly what you expect during a visit to NYC! Yum! The line was long, but it moved quickly. Everyone was working really hard."
14-Oct-23,We visited from East Los Angeles and we wanted to see what New York Pizza fuss is about. I am a huge fan of New York style pizza and now I understand what makes this place so good. It looks simple but very tasty. Definitely worth it.
13-Oct-23,"There's a reason why there's always a long line for Joe's Pizza. They serve great NY style pizza! My wife and I waited about 45 minutes to place our order. The slices of pizza are about $5-6 each depending on which ones you get. We got the supreme, white, spinach and garlic, and pepperoni. All of them were excellent. Nice thin crust. Flavors were on point. There's not much seating and like I mentioned, it's busy and crowded. But it's worth coming here if you've never been here before. Enjoy yourself a nice authentic slice of NY pizza at Joe's! You won't regret it."
12-Oct-23,"Grabbed a slice for a quick bite. $5 for the slice size and proportions is a great price. Toppings tasted very fresh but crust is very crispy. Sauce has a zesty taste. Slice temperature was a little cold but overall very yummy and convenient for the location, price and hours of operation. Service was friendly!"
11-Oct-23,Tried this pizza place after hearing a lot about it. We ordered a whole cheese pizza and it was pretty good! The pizza was crispy and the sauce was good. I would definitely recommend checking it out since tos an iconic spot and the vibe inside is nice.
10-Oct-23,"We waited in line for this pizza, it was very good, fast service, they know how to handle a crowd. We actually found a couple of seats. We had a supreme slice and a spinach and garlic. I'm normally a meat lover's pizza kind of person, but I really enjoyed the spinach & garlic, so much flavor. And crust was thin but strong."
10-Oct-23,Great NYC pizza ... very busy but the service is fast ... The place isn't fancy but remember you are going in for good pizza and you won't be disappointed .
9-Oct-23,"The long lines, the wait, it's a flop y'all - I have better pizza in New York. They have limited sections and no beer."
9-Oct-23,"Lots of hype about this place.  We waited in line for a couple slices of pizza.  Bottom line, the pizza at Costco is better.  If this is NY pizza at its finest, I am not impressed."
7-Oct-23,"Totally over rated, not worth standing in line!!  There is very little difference between a regular $4 cheese slice from Joe's versus other $1 places which is just around the corner.   Joe's cheese is bit more elastic so it's more chewy and eating slice last longs as compared to $1 slice.  I say if should be $1.50 or max $2."
7-Oct-23,"of the 3 pizza shops we tried on our New York visit, joes was the best. that being said being from chicago has confirmed my hunch we do have the best pizza!"
6-Oct-23,"About a 30 minute line at 7 pm on Sunday nightThe only negative is EVERY  order gets a huge pizza box even if you tell them  you're eating it there    The pile of boxes in trash was disgusting and wasteful We had the slice with spinach, the caprese and the supreme   We liked the caprese the best   But it was all good We flew in from San Francisco and this was our first spot to eat   And then to Carlos bakery for a cannoli"
5-Oct-23,Solid pizza. Don't understand the crazy hype though to be honest. Didn't taste very different from other pizza.
4-Oct-23,A must if your in this area. Highly recommended to us by our close family friends from this area & it was Amazing. Nice & crispy pepperoni pizza & the perfect amount of sauce & cheese.
3-Oct-23,I'm from Phoenix Arizona and I'm always looking for fantastic food. The one place people told me to go is  New York. They have fantastic food so I gave Joe's Pizza try never again will I settle for standard pizza this pizzas a at 10 out of 10 I will definitely come back to New York to taste of cuisine in this beautiful city. God bless New York.
1-Oct-23,"Definitely a tourist trap, but if you're visiting NYC why not try Joe's Pizza at least once?  Is it a life changing slice of pizza? No. Was it worth standing over 45 mins in line for? Not for the pizza, but it was a nice memory seeing people from all walks of life coming together to try this pizza.Joe's Pizza is good in the sense it's everything a normal slice should be. However, the seasoning was a bit lackluster. Besides the crispiness of dough, the cheese and toppings were a bit tasteless. Pepperoni was probably the best just because it's naturally salty. Not really worth the wait, but something everyone should experience at least once in their life."
30-Sep-23,"Pizza was definitely legit but not really ""special"" compared to other authentic NY pizza places. Line was long as always but moved pretty fast. Will eat here every time I visit."
28-Sep-23,"In true NY fashion, the slices were HUGE and when there is a line out the door, you know this is the real deal. I ordered the margherita pizza and the tomatoes were SO fresh- like just picked out of the garden, cut up, and slapped on a pizza before heading straight into the oven. The crust was crispy, thin, and a lot easier to eat. For only $6, this was definitely a meal on the cheap. The line moves fairly quickly and there is an outdoor standing area where you can scarf down your slice(s)."
28-Sep-23,"The delivery was late, the pizza was burnt and soggy.I would not recommend this place to anyone."
27-Sep-23,"Wow! The pizza was stale, like it has been frozen or made the day before.As I'm in line waiting to get serviced I was observing others as they struggled to bite into a not fresh and cheesy slice. I ordered anyways ignoring this and thinking everyone was eating a cold slice.No cheese pull and taste like a lunch-able pizza.Horrible! Will not be back. Past experiences weredecent and fresh!  Not  good...."
25-Sep-23,"If you're looking for a classic representation of a NYC slice, this is it!  Joe's delivered on all cylinders.  Crispy & thin on the bottom, not overly greasy, perfect portion of bread, cheese, & sauce.  This slapped & brought back the days when I was a kid eating pizza in NYC that I will always cherish. ⁣Service is quick & precise.The ambiance is giving NYC grab & go energy.  If you do get a seat it's a nice vibe to just chat it up & enjoy that good ole crispy delicious pizza."
24-Sep-23,"Definitely have had better pizza. The line for this business was out the door, & down the street. Crust was very thin. Sauce was not saucy. Over crowded for what we got. Ambiance is lacking. Come in to look for a table and you won't find one. They were stacked with people."
24-Sep-23,"Amazing amazing pizza! This pie is from after 15min of walking in the rain, totally worth every step and every penny! Crispy, thin, delicious pizza. 10/10"
23-Sep-23,Stopped by this place for a quick meal. The line was not too long and it did move quite quickly. The pizza looked good and each slice was about $4-6! I was honestly a little disappointed since it was a alright slice of pizza but especially not for that price. I expected a little better considering the notoriety but I guess it can be considered overrated. Heard it was a must visit in NYC but I think you can pass on it.
23-Sep-23,We had to stop for Spider-Man sake & dang Joes Pizza did not disappoint it was so good! Always a long line but it went pretty fast. The white pizza is my fave !
21-Sep-23,Excellent joint but long lines. Its worth it. Exactly as seen in spider-man's Movie ........
19-Sep-23,"Ordered For delivery for pizza, this place was still open late at night. Couldn't choose if we wanted pepperoni or cheese, so was able to get both. The pizza arrived via bike from our door dash server, who was able to keep the pizza warm until we got it. The thin crust pizza drooped over like it was supposed to and had to fold the pizza to eat. Like both the pepperoni and the cheese. Thank you for the experience and not disappointing first time tourists to New York"
17-Sep-23,"(From a non native New Yorker) - I honestly can't help but love this place! I've tried all their flavors, and the best are regular cheese pizza and pepperoni! - affordable, $5 each slice - consistent quality every time - simple yet so good. Their tomato sauce is just perfect - I LOVE that the crust stays crunchy even until your last bite - fast service Joe's is a staple to NYC, and it's a must for your first time trip to the city."
17-Sep-23,Extremely overrated. The pizza was bang average probably because it wasn't fresh; They just make huge batches and warm it up when order which understandable because of huge queue.
16-Sep-23,"Yummy pizza, fast service, decent price point!!!Just the lines outside tell you how good the pizza is!!! And it is TASTY!!! Just like how new york pizza should be- perfect relatively thin and crispy (not even a tiny corner is soggy) crust and rt amt of sauce and cheeseWe got spinach with goat cheese!!! and plain slices. Do try this place and dont skip it looking at the line, it moves fast!"
15-Sep-23,Apparently one the beat pizza places in Manhattan. Long lines out the door any time of the day. Limited sitting area. Efficient staff!
15-Sep-23,"A decent slice of NY Pizza for $5 to $6 bucks which isn't bad for Times Square. Pizza is good, but I don't know that it was ""amazing"" like many said.No regrets going to Joe's, but I'll try some other places going forward. Also, it was a LONG line, but didn't take too long, maybe 20 minutes, to get through it."
14-Sep-23,"I would say Joe's Pizza lives up to the hype. We waited about 45 mins in line on a Monday night at 11pm. The slices were $4-5 which is a bit pricey but they were all great. The slices were thin and crisp and not very oily. Since some of the slices get reheated, my crust was a bit burnt of the end. It's definitely something worth trying! It was also cool to see all the pics of celebrities that have visited the restaurant."
14-Sep-23,"I am Italian and a picky eater. I went to try their pizza but I was skeptic. I was surprised it was good and different from the Italian style. It's a shame I didn't find any Italian pizza chef nor Italian American ones.  I've noticed that the majority of people in the hospitality industry are latinos/Spanish speakers. Don't mind I speak Spanish too and they're nice to talk to. I cannot tell about the ambience, the shelter in front of the establishment was a bit unpleasant, too hot and not so welcoming but it was for the food mostly for me."
14-Sep-23,"There was a 30 min wait for this place on a Friday at 9:30pm!!! But the pizza were well worth the wait. My favorite was the cheese with ricotta and then the Sicilian. The spinach was definitely over powering and the caprese was a bit interesting with the unmelted mozzarella. But the first two blew the waters for me. The crust was crunchy but Hume having a nice chew and the Sicilian was not soggy at all. The downside is that the pizza are already made so you choose from what they have by the counter and then they will heat it up for you. Also, since it's a thin crust, you have to eat it fairly quickly without the crust from being too hard. There was no seating inside so I recommend going to the seats across to get some outside seating. For a NYC pizza experience, this is a must besides the long wait line!!!"
12-Sep-23,"Spidey sense was tingling. Literally, spider man used to work here in the movie which I assume a fair portion of their fame is from that publicity. Came here first since it's a safe pick. A start off to get an idea of what New York style pizza is supposed to be like, it's about $5 a slice here. There's plenty of $1 slice places around that looks the same and I thought all of New York would be good, boy was I wrong, the quality is noticeable between the $1 and $5 ones. You can't miss this place, you'll spot the long ass line from far away. Surprisingly it moves fast, maybe because it's always fully staffed to the max and they have a system in place knowing that it will always be busy at all times of the day every day. Simple system; get in line, look at the menu in the meantime so you're ready to order by the time you're up front, once you pick your slice, you wait for your slice to heat up just a few moments in the oven. There's not really much space to sit and eat, you might just have to stand on the side of the street and murder your cheesy slice. Tell me about your experience if you've been here or is going to after reading this review:)"
12-Sep-23,"Really good pizza slices for such a great deal and the slices are pretty big and fulling. They are given to you hot, crispy at the bottom, and soft & cheesy on top. We didn't wait in any line so we were in and out fast. We stood outside and ate our slices by the window. The employees were friendly and took care of us right away."
11-Sep-23,Great pizza very quick service. Definitely avoid lunch rush hour or you will be waiting a long long time.
10-Sep-23,It's Joe's Spider-Man's pizza shop. What more is there to say. Have to try a slice to let others know you been to Joe's.
9-Sep-23,"Good pizza, it isn't the BEST pizza but it's certainly up there. Expect a long line but you have a lot to look at while waiting !"
8-Sep-23,"Went to Times Square store, got pretty crowded; 30min waiting line o order. Mobile order and pick-up worked great. Large pizza, very good taste!"
6-Sep-23,"We came to get the proper ""New York experience."" The pizza was good, nothing extra special about it. It's pretty small inside, but we were able to get seating. Be prepared to wait, although the line does move fast. It was very quick paced once we got to the front. The ambiance was nice tho, seeing pics of celebrities on the wall who have visited before. We would get it again!"
6-Sep-23,We stood in line for about 40 mins on Sunday night 9ish. We got lucky and was able to grab a couple of chairs. All the pizza were indeed very good and it made the waiting worthwhile.
5-Sep-23,"Joe's pizza is actually really great. Don't let the location fool you. Someone I know from New York told me last week that they would never go there because it's a tourist trap. I'll just say this. The line was super long but went pretty fast. And it was actually really good pizza. And I've had a ton of pizza. Highly recommend the white pie with spinach. We also got the pepperoni, combo and margherita slices too and they were all great.It's also fun looking around the wall at all the celebs that have eaten there."
4-Sep-23,"Wait was worth it.  It was pretty great.  My husband and I waited 35 min in line which went to the to the end of the block.  We shared 3 slices: supreme, fresh mozz, and pepperoni.  Our favorite was the supreme."
3-Sep-23,"It was ok, it was my first time to NYC and I had tried another pizza joint closer to my hotel and the pizza was a dollar a slice, that pizza I thought was better. Joe's kind of burnt my slice, the wait was too long for an ok kind of pizza. Staff is friendly but to me not worth the wait."
2-Sep-23,Line was so so long. Went around 11:30pm. Good news is that the line did go by quick. Waited about 20 minutes. Cheap $ and taste good
2-Sep-23,"Substantial slices that are tasty for a good price! We came on a Saturday early evening and there was barely a wait. There'll be a few pies to choose from, and my favorite by far was caprese. The cheese is a little plain, but nothing to complain about! One slice will fill you up, which is amazing for the price. There's a little patio outside with some seating where you can sit or stand and eat. Super solid stop for a filling snack/meal."
2-Sep-23,Og new york style pizza. No comments. Or just one. Its more than good Also if you want to skip the line just order a pie online
31-Aug-23,Definitely have to try Joe's Pizza if your in New York! Amazing pizza and amazing service! Be ready to wait in line a little bit but overall great service!
31-Aug-23,"You can always expect a solid slice of pizza at Joe's Pizza. My go-to is the fresh mozzarella with a thin crispy crust, tomato sauce, and creamy mozzarella cheese. Perhaps not the ""Best of New York"", but Joe's Pizza is a classic. This is a great place for a quick snack with multiple locations or ideal for catering too."
30-Aug-23,"Everyone around the area was telling us if we wanted pizza, this was the place to go. The line was always looking so it took us until the last night to brave the line. We stopped by after our show and the line went a little faster than we thought it would. Still waited about 30 mins, but service was pretty quick once you placed your order for slices. I got 4 slices and they were all cooked really well. Slices had good flavor, toppings were delicious, but I would've preferred a little more sauce. Just my preference. Next time I'll ask for a side of sauce. I think 30 min would be the absolute longest I would wait, but I did like it."
27-Aug-23,"Line out the door. The man at the counter was very nice and despite it being very busy, he did his best to make eye contact and answer your questions and smile. They made us a large mushroom pizza and it was delicious! Inside was a bit dirty, but expected in NYC. Pretty good. Been to other pizza places in NYC and not sure if I would necessarily wait in a long line for this place again. Definitely not bad, there are just many pizza options in NYC."
26-Aug-23,So thin and crispy. Love the extra garlic flavor. I recommend you come here when in NY
25-Aug-23,"Tasty pizza!  We were in NYC for a mere 24 hours, so of course I had to try an authentic slice.  We had broadway tickets at 7pm so we stopped at Joe's prior to the show.  The line was down the block at 5:15, but it moved fast and we were inside in about 15 minutes.  Got a few different varieties and it was great.  I would not say it was significantly different from some other pizzas I've had, but it was really good nonetheless."
24-Aug-23,"Small, bustling, overflowing place with tourists and locals alike means they're cranking out pies like Willy Wonka's steroid induced brother Joey Wonka bailed on his brother and opened up a pizza place and called it ""Joe's""!! Yes, the real Joe would contest this comparison but go there when a hundred people are lined up and all move out within minutes! A fun atmosphere, especially at midnight when the tourists are starving!  Go here or the village of you want a good slice and don't feel like going to Brooklyn!! Enjoy!"
20-Aug-23,"The line was very long (which was to be expected) but it went relatively quickly. It wasn't my favorite slice I had in New York but it was good. I wouldn't suggest going out of your way to get here, but it was in a good location and we were hungry! It's a pretty small space so be ready to be very close to others while eating!"
20-Aug-23,"Pizza muito boa mesmo, fazem delivery muito bom, vale muito a pena! Preço justo, a pizza chegou quentinha, delícia!!"
